Cluster	Words
22989	protein 6 25 e transporter and vtc vacuolar retrovirus helicase c dna chaperone 3 polytropic inorganic xenotropic domain 4 triphosphatase containing receptor 1
17969	subunit protein to trafficking 23 5 trapp component transport similar complex kda particle trappc5 bet3
8892	protein gene transclycosylase 18 mltd lytic d hydrolase snap glycoside 50 membrane putative activation murein lysm bound rna domain nuclear small containing family
849	protein middle n 30s era gtpase member hypb rhd3 guanylate binding gtp sey1 and interferon ribosomal der root probable terminal ureg gbp1 5b hair 3 rhoptry inducible induced eftu nucleotide domains rna kinase domain adenylate cobw defective factor tu imap family elongation 1 7
8890	protein n type import associated 21 cellular 6 member of activities 15 with coupling various ta e subunit binding the transporter permease system abc 14 sulfate energy superfamily putative aaa terminal c histidine maltose alpha 3 synthase atp thiosulfate atpase iv domain kinase adenylate cysa factor transport toxin cassette abieii g sub family malk
41980	protein repair 2721 gene rad60 6 prok prokaryotic kda modifier e fold susceptibility ubc tumor w tgtwinscan 19 ligase e2 ubiquitin c dna enzyme tsg101 17 3 2 conjugating sumo domain ufc1 family 101 1 b
41987	protein n lrr von high repeat of lymphocyte subunit glycoprotein ph binding guanylate rich and superantigen phosphatase leucine staphylococcal growth nerve willebrand 9 terminal c alpha coupled 2 toll like ib domain kinase rab variable factor containing g receptor geranylgeranyltransferase affinity 1
41986	protein transferase oxidoreductase erk2 sira of shock e mocs3 binding sud dependent and 8 pa2603 glpe phosphatase mkp sulfide polysulfide fad related nad c phage 3 2 thiosulfate dehydrogenase like adenylyltransferase domain multidomain rhodanese redox sulfur mapk peroxiredoxin sulfurtransferase 1 7
45354	serine protein putative project 801 phosphatidylinositol threonine related kinase wgs data annotated caeq00000000 contig
45355	cingulin protein predicted
45609	-
45358	protein adenosine associated cellular 6 of activities with aps various arok katanin a1 subunit binding dependent zrar spastin p60 26s d1 aaa hydrolytic fidgetin related subfamily shikimate region 3 atp atpase motor like dynein transcriptional clp kinase domain adenylate 5 4 containing regulatory protease phosphosulfate site family 1
16662	-
38016	putative protein dhhc ribbon domain containing palmitoyltransferase zinc duf2614 finger
40059	aminotransferase transferase threonine histidinol 6 oxonanoate with e eliminating adenosylmethionine gamma selenium sepsecs pyridoxal l and aldolase trna glyoxylate 8 low aromatic aspartate specificity methionine 11 9 alanine aminotran c mocr mgl i phosphate synthase 2 lyase seryl class aat ii acid amino 4 sela selenocysteinyl beta 1 7
26867	protein dependent kinase type camp i alpha
20339	project wgs dimerisation domain n terminal lish data annotated 1252 dimer fop caeq00000000 contig 2
44007	type peptidyl cyclophilin prolyl cis isomerase trans
26862	-
26861	-
27458	-
16661	protein splicing polyadenylation recognition cytoplasmic nmi stranded polyadenylate with rbd binding ifp and rnp tar a element interacting 35 19 rrm putative probable rbms2 dna export multiple 3 or 2 motif tdp rna domain single 5 factor rbm19 nid 43 k 1
48682	dependent type sam methylase ubiquinone biosynthesis methyltransferase involved menaquinone in 11
19360	mitochondrial protein tetrathionate like b kinase pentatricopeptide ttrs histidine containing repeat sensor nipped
1731	-
1733	serine protein isoform primase threonine type delta kda e subunit and phosphatase 56 archaeal putative 2a c dna 2 lrg regulatory eukaryotic large 7
1732	protein mrna splicing dipeptidyl middle n bbs2 platelet transducing repeat of ge1 with kda 116 enhancer peptidase subunit the ciliary wd40 pre pore wd 8 decapping bbsome groucho beta1 putative assembly processing terminal c region dpp export alpha activating dppiv signal heterotrimer 2 iv like dynein ib domain nuclear factor containing acetylhydrolase g mid complex tle1 40 wdr
18752	project putative nucleoredoxin wgs 2202 data annotated caeq00000000 3 contig
13126	putative protein gpi anchored surface
15808	tcmucii mucin
15805	2b threonine n synthetase 21 accessory cytoplasmic p 6 of polymerase e subunit gamma aars the h binding anticodon and hgtp trna thrrs hisrs ligase mitochondrial putative terminal c histidine synt tgs alpha histidyl 3 t 2 s like class core domain ii phenylalanyl g threonyl 1
37653	gld protein central dzf polya transferase n mp57 nucleotidyltransferase polymerase speckle nrap e uridyl pip5k1a trna pap editing tutase a poly 19 targeted terminal c d2 dna region oas 2 like regulated rna domain sigma complex ret2 beta directed 7
40273	protein dtw dependent domain ribosome terminal c biogenesis malic containing enzyme ribo nadp biogen 1
40275	serine protein threonine calmodulin hydroxyurea 6 aurora kin pox e dependent aph ser a mitogen interacting lipopolysaccharide 11 kdo resistance poxvirus related c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase bmp pdk1 receptor ipl1 family 1 7
18329	protein sorting to rtt109 acetyltransferase associated e nucleosome vacuolar phosphatase 19075338 2a 75 putative assembly related c set nap 3 2 histone besthit 48 23481872 py 1 inhibitor
18328	ribonuclease specific carboxyl isopeptidase 15 6 proteas 13 peptidase e hydrolase subunit ca dependent pan2 hausp 8 hbrr2 a poly putative usp7 terminal ubiquitin c clan c19 3 pab u5 c98 2 like sumo 4 hdim1 cysteine 40k family hprp6 uch 1 7
28471	-
28474	protein mrna pts1 splicing long pex5 n import farnesyltransferase geranylgeranyltransferase prorp recognition specific repeat pentacotripeptide of kda 116 particle targeting subunit peroxin tom20 ppr caax pre 77 ram2 8 peroxisomal stimulation putative mitochondrial processing terminal region promoting tpr plant alpha tetratricopeptide signal domain pkng kinase rab factor srp72 anaphase g complex cstf3 receptor cleavage 1
28475	-
18321	-
28478	like peptidase cysteine calpain
28479	-
14312	-
48497	-
20324	-
48493	protein n lrr von high dot repeat of lymphocyte subunit glycoprotein secretion binding the rich system leucine growth nerve willebrand 9 icm msp1 terminal c transmembrane alpha coupled fibronectin toll like ib domain kinase rab variable factor substrate containing g receptor geranylgeranyltransferase family affinity b
20321	-
17956	putative motility protein ced 12 cell domain and ced12 containing engulfment elm 2 family elmo
48498	protein selenocysteine maintenance factor 4 trna specific cytochrome structural of p450 elongation chromosome
20329	protein phosphatidylinositol diester specific phosphodiesterase 151 member tthb141 x with glycerophosphoryl e phospholipase pi sequence duf2181 46 glycerophosphodiester a 41 uncharacterized plc putative gdpd similarity c i olei02445 sphingomyelinase 3 2 conserved fam151b domain 4 family 1
31528	protein isoform splicing u2af polyadenylation limkain recognition cytoplasmic stranded with kda rbd subunit binding 65 and rnp a element interacting 19 rrm putative probable rbms2 export multiple or 2 motif rna domain b1 single 5 28 factor rbm19 k 1
31523	-
31521	-
31525	-
5640	udp n p cytochrome of linked alkyldihydroxyacetonephosphate d e subunit fmn binding dependent acetylenolpyruvoylglucosamine hydroxyglutarate peroxisomal oxidase flavoprotein vanillyl mitochondrial fad methylhydroxylase terminal c oxidases synthase reductase 2 dehydrogenase 158 26 molybdopterin cytokinin domain alcohol 5 cresol lactate in 1
47583	-
49221	project wgs data annotated caeq00000000 contig 1459
40587	pex11 factor biogenesis peroxisomal 11
40580	protein spp cell gene specific garp of subunit rich haemoglobin expressed surface uncharacterized putative hemoglobin alanine haptoglobin trypanosoma brucei alpha t acid receptor family glutamic
40581	protein splicing polyadenylation limkain recognition cytoplasmic stranded with rbd subunit binding cap and rnp tar a element interacting 19 rrm probable rbms2 region dna export multiple 3 or 2 motif tdp rna domain b1 single 5 nuclear factor rbm19 containing 43 k 1
40588	putative glycoprotein protein trypanosome domain variant terminal vsg trypanosomal c containing surface b
23741	protein isoform phosphatidylinositol delta isozyme specific phosphodiesterase delta1 phospholipase subunit pi binding plc d1 1a c x1 guanine nucleotide like phosphoinositide domain q 5 bisphosphate 4 g y 1
47056	ribonuclease hiii rnase polymerase e subunit h a h2 c dna hii 3 sliding 26 class ii clamp 4 1
47727	protein mrna homolog repeat mpt5 suppressor binding 23 9 putative pumilio 3 2 puf rna factor regulatory fem complex family 1
47726	protein senp8 nedd8 proteinase adenain specific c5 peptidase endoprotease e sentrin c57 ssel 8 human smt3 processing c 68 i7 3 2 deubiquitinase like 22 ulp1 vaccinia ubitqutin 4 small protease virus adenovirus family 1
47053	phosphodiesterase
23210	-
23748	protein like cmp44e efr3 cyclin
47729	protein elongation associated mmr recognition 6 gtpase ras hsr1 d particle subunit binding ribosome gtp phosphatase spo0b putative translation related terminal c nucleolar polynucleotide guanine eukaryotic 3 signal 2 eftu nucleotide initiation like domain kinase adp adenylate 5 50s factor receptor ribosylation srprb beta 1 tu
28299	protein to cell rabgap member gtpase of sbe2 formation gyp1p no similar 20 ypt q9d9i4 ld10117p putative tbc acc wall activating shark tbc1d15 like tbc1 domain rab family gap
48800	-
48806	sphingosine acyltransferase domain synthase proteins longevity n tlc tram ceramide 6 cln8 lac1 assurance lag1
48809	putative protein mitochondrial s12 37s ribosomal
483	protein sigma c reovirus sigmac reo capsid
482	protein 7 of up transposon polymerase e transcriptase reverse dependent from element putative structure c dna gp bs 3 mobile 2 like cp rna r jockey 5 rvt 48 crystal directed 1 ap
6460	protein spp specific brucei t
12410	project wgs data 4 annotated caeq00000000 contig
30924	-
7740	protein import type csn2 21 associated member of st ta arok binding the transporter cas system abc sulfate phosphatase putative aaa related subfamily shikimate terminal c polynucleotide 3 crispr atp flippase atpase thiosulfate iv class domain kinase pglk adenylate 5 cysa toxin cassette abieii sub driven family predicted b
7741	putative protein associated membrane
31030	protein 30s l33p l33 6 e trim9 binding one s2 ribosomal 29 ligase ubiquitin c nob1 3 2 e3 nin motif rna 50s 5 containing tripartite arih1
35007	putative glycoprotein protein trypanosome variant domain type terminal c vsg containing surface a
35009	protein hcr chain calcoco1 swi5 expression binding rod dependent and heavy she3 helical alpha calcium 3 like ho domain ct398 coil coiled myosin nonmuscle b
50838	protein mrna wgs nrd1 of caeq00000000 polymerase binding regulation pre data ctd annotated a poly contig 16 project peptide rna domain nuclear containing 1408
31039	proteinase major specific cathepsin endopeptidase 15 p papain peptidase e allergen l midgut c01 der c1 putative c dva leu 3 like 22 peptide 4 lys pro mite cysteine proline protease family fecal 1 b
3922	protein spp specific brucei t
19491	putative protein pericentrin associated membrane
3927	box mitochondrial hmg binding protein transcription group mobility hmg1 ars factor dna high complex n4 bbx 2
3928	protein like associated 292 tb membrane
34716	putative protein associated membrane
34717	-
34713	-
34710	protein repressor bklf stranded fog zfa 346 binding double zf jaz zfpm1 finger kruppel c2h2 3 like transcriptional rna factor zinc ctcf 1
34711	protein multi fmv cobalt release specific 15 l11 d methyltransferase subunit dependent l sam ftsj sun rlmj ribosomal rsmb 29 methionine methyltransf putative 6y glutamine fmu probable c rsmf spermidine o synthase s like rrna rna factor small precorrin adenosyl site 16s large isoaspartyl rsmj b
39057	unspecified product
34719	putative protein like tb clan membrane associated cysteine 292 family c2 peptidase ca calpain
16710	putative protein like 134 isoform c20orf30 upf0414 x1 transmembrane
39064	protein to n associated 25a synaphin no pep12 snap similar a fusion membrane putative sso1 acc snare 1a terminal syntaxin 17 2 s q9ush7 psy1 like vesicle vam3 synaptobrevin domain snap25 7
39061	udp protein acetyltransf acetyltransferase n gnat 6 of tr e acyltransferase transporter acetyl l phd growth ing2 uncharacterized ribosomal gcn5 finger 9 alanine dideoxy coa related terminal c region 202 phosphate 3 inorganic gly 2 histone at5g26210 pho86 domain sso0209 acyl aralkyl acid 4 amino inhibitor beta altrosamine 1 catalytic
39060	-
7488	protein glyoxalase carbapenemase polyadenylation phosphodiesterases 6 camp blab e hydrolase subunit 12 dependent and pdease specificity superfamily putative hydroxyacylglutathione c lactamase metallo 3 2 zn class domain ii 5 factor lra cleavage beta 1 b
50163	project 1128 wgs data annotated caeq00000000 contig
50167	rim protein chain ccd calcoco1 of binding the and heavy region zone striated calcium or cast 2 cytomatrix like ccdc155 domain active coil coiled myosin kash
36027	protein wgs caeq00000000 polymerase transcriptase retrotransposon reverse dependent spot data annotated contig putative rhs dna 2019 project rna hot
